scorer,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina
bodyparts,maxilla_anterior,maxilla_anterior,premaxilla_tip,premaxilla_tip,dentary_tip,dentary_tip,hyoid,hyoid,fin_base,fin_base,operculum,operculum,eye_top,eye_top,eye_right,eye_right,eye_bottom,eye_bottom,eye_left,eye_left
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/3-02-2023_geoG1_winnow1/img006.png,848.5266289870414,496.1191882069597,869.882867368094,525.3435144126106,854.1466917188974,551.1958029791481,782.2098887511412,580.420129184799,445.00612483978415,537.7076524226937,468.61038831357916,490.49912547510377,640.5843079083712,360.11367009604567,694.5369101341884,403.9501594045221,652.9484459184544,453.40671144485447,592.2517684144101,410.69423468274925
labeled-data/3-02-2023_geoG1_winnow1/img009.png,844.0305788015567,512.9793764025276,863.1387920898669,525.3435144126106,849.6506415334126,552.3198155255193,759.7296378237174,591.6602546485109,453.9982252107537,541.0796900618072,464.1143381280944,481.50702510413424,634.9642451765153,362.3616951887881,688.9168474023325,405.0741719508933,643.9563455474848,452.28269889848326,591.1277558680389,411.8182472291204
labeled-data/3-02-2023_geoG1_winnow1/img016.png,839.5345286160718,514.1033889488988,859.7667544507533,541.0796900618072,844.0305788015567,565.8079660819735,754.1095750918614,599.5283424731092,460.74230048898085,547.8237653400345,467.48637576720796,487.12708783599015,634.9642451765153,365.73373282790163,684.4207972168476,418.5623225073476,627.096157351917,454.53072399122567,583.2596680434406,414.0662723218628
labeled-data/3-02-2023_geoG1_winnow1/img023.png,820.4263153277617,521.9714767734971,846.2786038942991,538.831664969065,828.29440315236,557.9398782573751,758.6056252773462,591.6602546485109,448.37816247889776,536.5836398763225,456.2462503034961,491.6231380214749,623.7241197128034,367.981757920644,676.5527093922493,419.6863350537188,618.1040569809475,464.6468369085664,572.0195425797286,415.190284868234
labeled-data/3-02-2023_geoG1_winnow1/img027.png,809.1861898640498,521.9714767734971,829.4184156987312,542.2037026081784,811.4342149567922,572.5520413602006,721.5132112470969,601.7763675658516,442.7580997470418,534.3356147835802,453.9982252107537,484.8790627432478,614.7320193418338,376.9738582916135,659.6925211966815,427.5544228783171,605.7399189708643,464.6468369085664,559.6554045696456,415.190284868234
labeled-data/3-02-2023_geoG1_winnow1/img031.png,796.8220518539666,525.3435144126106,813.6822400495345,546.6997527936633,802.4421145858227,582.6681542775414,731.6293241644377,600.6523550194804,419.1538362732468,505.1112885779292,427.02192409784516,468.01887454767996,596.7478185998948,379.2218833843559,646.2043706402272,428.6784354246883,594.4997935071525,464.6468369085664,543.9192289204489,427.5544228783171
labeled-data/3-02-2023_geoG1_winnow1/img036.png,779.9618636583988,534.3356147835802,800.1940894930802,557.9398782573751,779.9618636583988,604.024392658594,704.6530230515291,609.6444553904499,384.3094473357399,539.9556775154362,398.9216104385654,481.50702510413424,581.0116429506982,382.5939210234695,623.7241197128034,427.5544228783171,570.8955300333574,469.14288709405116,530.4310783639946,425.3063977855747
labeled-data/3-02-2023_geoG1_winnow1/img040.png,766.4737131019446,535.4596273299514,792.3260016684819,562.4359284428599,772.0937758338005,593.9082797412533,684.4207972168476,615.2645181223058,386.5574724284823,535.4596273299514,395.5495727994518,484.8790627432478,572.0195425797286,382.5939210234695,622.6001071664322,432.05047306380186,565.2754673015015,475.8869623722783,523.6870030857675,426.4304103319459
