scorer,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina
bodyparts,maxilla_anterior,maxilla_anterior,premaxilla_tip,premaxilla_tip,dentary_tip,dentary_tip,hyoid,hyoid,fin_base,fin_base,operculum,operculum,eye_top,eye_top,eye_right,eye_right,eye_bottom,eye_bottom,eye_left,eye_left
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/2-07-2023_geoF1_winnow2/img02.png,664.8215291837236,502.5944410703309,688.3082181233793,511.13505523020575,676.5648736535514,547.4326654096737,596.496615904725,598.6763503689226,298.6426970790908,581.595122049173,295.43996676913775,532.4865906298928,457.7116358067592,395.8367640718957,507.8877439960238,441.74256518122286,460.91436611671236,497.25655722040915,410.73825792744776,444.9452954911759
labeled-data/2-07-2023_geoF1_winnow2/img03.png,664.8215291837236,507.9323249202527,682.9703342734575,513.2702087701745,684.0379110434419,547.4326654096737,598.6317694446938,600.8115039088914,297.5751203091064,575.1896614292668,308.25088800894997,516.4729390801275,453.4413287268219,394.76918730191136,507.8877439960238,444.9452954911759,453.4413287268219,494.0538269104561,417.14371854735384,453.4859096510507
labeled-data/2-07-2023_geoF1_winnow2/img06.png,663.7539524137392,510.06747846022137,689.3757948933637,517.5405158501119,681.9027575034733,550.6353957196268,607.1723836045686,602.94665744886,300.7778506190595,582.6626988191574,310.3860415489187,529.2838603199398,474.7928641265089,401.17464792181744,517.4959349258829,449.2156025711133,464.1170964266654,490.85109660050307,415.0085650073852,442.8101419512072
labeled-data/2-07-2023_geoF1_winnow2/img08.png,669.091836263661,508.99990169023704,692.5785252033168,523.945976470018,682.9703342734575,550.6353957196268,618.9157280743964,599.743927138907,293.30481322916904,574.1220846592826,316.79150216882476,521.8108229300492,465.18467319664967,408.6476853117079,515.3607813859143,453.4859096510507,461.98194288669663,500.4592875303622,421.41402562729127,454.5534864210351
labeled-data/2-07-2023_geoF1_winnow2/img12.png,672.294566573614,516.4729390801275,700.0515625932072,525.0135532400022,682.9703342734575,551.702972489611,614.6454209944591,604.0142342188444,315.72392539884044,591.2033129790321,312.52119508888734,535.6893209398459,466.25224996663405,407.5801085417236,524.9689723157734,451.35075611108203,468.3874035066028,505.797171380284,425.6843327072287,455.6210631910194
labeled-data/2-07-2023_geoF1_winnow2/img15.png,677.6324504235358,516.4729390801275,696.8488322832542,529.2838603199398,689.3757948933637,555.9732795695486,626.3887654642868,605.0818109888287,316.79150216882476,580.5275452791886,321.0618092487622,525.0135532400022,467.31982673661844,411.850415621661,523.9013955457891,462.02652381092554,471.59013381655586,506.8647481502683,428.88706301718173,459.8913702709568
labeled-data/2-07-2023_geoF1_winnow2/img16.png,675.4972968835671,520.7432461600649,700.0515625932072,529.2838603199398,687.240641353395,555.9732795695486,624.2536119243182,605.0818109888287,312.52119508888734,583.7302755891417,315.72392539884044,522.8783997000337,471.59013381655586,416.12072270159837,523.9013955457891,456.6886399610038,476.92801766647756,507.9323249202527,421.41402562729127,451.35075611108203
labeled-data/2-07-2023_geoF1_winnow2/img23.png,676.5648736535514,523.945976470018,697.9164090532385,533.5541673998771,690.443371663348,558.1084331095173,625.3211886943026,606.1493877588131,310.3860415489187,591.2033129790321,323.1969627887309,523.945976470018,471.59013381655586,418.2558762415671,527.1041258557422,462.02652381092554,479.0631712064463,504.7295946102996,426.7519094772131,459.8913702709568
